View,Category,Randomize,Score,Type,Question,Correct,Answers,Note,Correct_1,Score_1,Case Insensitive,Correlation
Radio,HM,0,1,SingleQuestion,A RAM is:,,,[Qno: PML_854] >> The Responsibility Assignment Matrix is used to give an overview of personnel responsibility for particular tasks.,,,,
,,,,,,,Random access memory,,,,,
,,,,,,1,Responsibility assignment matrix,,,,,
,,,,,,,Responsibilities and methods,,,,,
,,,,,,,Rapid and movement,,,,,
Radio,HM,0,1,SingleQuestion,Team development training cost is of what type of cost?,,,[Qno: PML_1078] >> Cost is incurred directly on the project. There is no other reason for which training need to be done.,,,,
,,,,,,1,Direct,,,,,
,,,,,,,IRR,,,,,
,,,,,,,Indirect,,,,,
,,,,,,,Fixed,,,,,
Radio,HM,0,1,SingleQuestion,Which of the following types of power is the most effective in leading teams?,,,[Qno: PML_1255] >> The most effective type of power for a project manager is Expert power. Your team respects you because they know that you are expert on the subject we are discussing about,,,,
,,,,,,,Referent,,,,,
,,,,,,,Reward,,,,,
,,,,,,1,Expert,,,,,
,,,,,,,Punishment,,,,,
Radio,HM,0,1,SingleQuestion,What are the 5 kinds of power?,,,[Qno: PML_1299] >> Formal power is the kind of power which you because of your organizational position.<BR> Expert power is when your opinion carries weight because people know that your expert in the subject.<BR>Reward power is when you promise a reward for doing as you ask. <BR>Referent power is when people do what you say because of your association with somebody else whom they admire or respect. <BR>Punishment power is when people do what you say because they are afraid of the consequences.,,,,
,,,,,,1,"Formal, expert, reward, referent, and punishment",,,,,
,,,,,,,"Formal, expert, reward, political, and bargaining",,,,,
,,,,,,,"Formal expert, reward, political, and punishment",,,,,
,,,,,,,"Formal, expert, reward, economic, and bargaining",,,,,
Radio,HM,0,1,SingleQuestion,In your project some of the team members thinks that team has put in extra efforts to ensure quality and timely delivery in the project. As a project manager you agreed and decided to return the favor in terms of doing some out door activity for the team and allowed comp off for working on the non-working days. These two are examples of ,,,"[Qno: PML_1462] >> Perk: giving non financial award which improve the quality of life. Fringe benefits: something like part of your salary but given occasionally or spending on behalf of employee, like medical insurance, deposit in pension fund by employer etc. Team building is an all-team activity. Entitlement award is made for some individual.",,,,
,,,,,,1,"Team Building Activities, Perk",,,,,
,,,,,,,"Fringe benefit, Perk",,,,,
,,,,,,,"Perk, Entitled award",,,,,
,,,,,,,"Perk,  Team building ",,,,,
Radio,HM,0,1,SingleQuestion,"Senior management has received progress reports on the current project you are managing. It seems that one of the technical team member has done an outstanding job of delivering certain aspects of the product in development, and management has taken notice. Project sponsor has commented to you that he would like to move this resource onto the strategic planning team because of his outstanding job in the development area. In management this is known as:",,,[Qno: PML_1478] >> http://en.wikipedia.org/wiki/Halo_effect,,,,
,,,,,,, The Achievement effect,,,,,
,,,,,,1, The Halo effect ,,,,,
,,,,,,, The Expectancy effect,,,,,
,,,,,,, The Hygiene effect,,,,,
Radio,HM,0,1,SingleQuestion,"The five types of conflict resolution are listed below,  in general project manager uses the methods to resolve conflicts. Which one is used most often by project managers to resolve conflicts",,,[Qno: PML_1949] >> ,,,,
,,,,,,,Compromise,,,,,
,,,,,,,Smoothing,,,,,
,,,,,,1,Confrontation,,,,,
,,,,,,,Withdrawal,,,,,
Radio,HM,0,1,SingleQuestion,"In your project, you are in the process of developing the human resource plan. The enterprise environmental factors that cannot influence this process is:",,,"[Qno: PML_2063] >> Lessons learned is about the best practices, what solution worked and what not. It is not about the people. Therefore while developing HR Plan lessons learned is not of any use.",,,,
,,,,,,, Personnel administration policies,,,,,
,,,,,,, Existing human resources,,,,,
,,,,,,1, Lessons learned documentation,,,,,
,,,,,,, Marketplace conditions,,,,,
Radio,HM,0,1,SingleQuestion,All of the following are part of Develop Project Team EXCEPT:,,,[Qno: PML_2274] >> PMBOK(r) Guide 4th Edition Page-217,,,,
,,,,,,,Reorganization and rewards,,,,,
,,,,,,,Team building activities,,,,,
,,,,,,1,Negotiations,,,,,
,,,,,,,Training,,,,,
Radio,HM,0,1,SingleQuestion,Performance Report is input of the:,,,[Qno: PML_2276] >> ,,,,
,,,,,,1,Manage Project Team,,,,,
,,,,,,,Acquire Project Team,,,,,
,,,,,,,Develop Project Team,,,,,
,,,,,,,Develop Human Resource Plan,,,,,
Radio,HM,0,1,SingleQuestion,Which of the following chart shows position and relationships in top-down format?,,,[Qno: PML_2277] >> ,,,,
,,,,,,,All the options below,,,,,
,,,,,,,Matrix-based charts,,,,,
,,,,,,,Text-Oriented format,,,,,
,,,,,,1,Hierarchical-type chart,,,,,
Radio,HM,0,1,SingleQuestion,Which hierarchical chart shows resources?,,,"[Qno: PML_2282] >> RBS- Resource Breakdown Structure, OBS- Organization Breakdown Structure, WBS- Work Breakdown Structure",,,,
,,,,,,,OBS,,,,,
,,,,,,,WBS,,,,,
,,,,,,,Scope statement,,,,,
,,,,,,1,RBS,,,,,
Radio,HM,0,1,SingleQuestion,The first way to solve a conflict between team members is:,,,"[Qno: PML_2289] >> First- Let them resolve it, Second- Project Manger Help them, Third- Top Management intervene",,,,
,,,,,,,Project Manager resolves it,,,,,
,,,,,,1,Let them resolve it,,,,,
,,,,,,,Top Management resolves it,,,,,
,,,,,,,Sponsor resolves it,,,,,
Radio,HM,0,1,SingleQuestion,What motivation theories should be used to motivate high tech workers,,,[Qno: PML_2714] >> ,,,,
,,,,,,,Theory X,,,,,
,,,,,,,Expectancy Theory,,,,,
,,,,,,,Maslow&rsquo;s Hierarchy,,,,,
,,,,,,1,Theory Y,,,,,
Radio,HM,0,1,SingleQuestion,Which form of power is least useful for a project manager,,,[Qno: PML_2716] >> Depending upon the situation and relationship project manager exercises five different type of power upon his team and with stakeholders but penalty power is least useful.,,,,
,,,,,,,Expert,,,,,
,,,,,,1,Penalty,,,,,
,,,,,,,Formal,,,,,
,,,,,,,Referent,,,,,
Radio,HM,0,1,SingleQuestion,The document that shows the number of staff assigned over the life of the project is called,,,[Qno: PML_2747] >> A Resource Histogram is a bar chart showing the amount of time that a resource is scheduled to work over a series of time periods.,,,,
,,,,,,,the staffing management plan,,,,,
,,,,,,,RACI matrix,,,,,
,,,,,,,the resource assignment schedule.,,,,,
,,,,,,1,a resource histogram.,,,,,
Radio,HM,0,1,SingleQuestion,Which of the following is generally not considered to be a part of the Develop Project Team process?,,,[Qno: PML_2749] >> Developing and finalizing the project staffing plan is part of Develop Human Resource Plan process,,,,
,,,,,,,Meeting with the managers of team members during the project.,,,,,
,,,,,,,Conducting regular team review meetings to discuss the progress and possible problems.,,,,,
,,,,,,,Coaching a team members on productivity improving techniques.,,,,,
,,,,,,1,Developing and finalizing the project staffing plan.,,,,,
Radio,IM,0,1,SingleQuestion,You are going to a Change Control Board meeting. What do you take with you?,,,[Qno: PML_113] >> ,,,,
,,,,,,1,Performance Information,,,,,
,,,,,,,Scope statement,,,,,
,,,,,,,Corrective actions,,,,,
,,,,,,,Performance reports,,,,,
Radio,IM,0,1,SingleQuestion,A PMP certified project manager told you that you must document the lesson learned on the project ,,,"[Qno: PML_526] >> PMBOK(r) Guide 4th Edition, page 214.",,,,
,,,,,,,At the end of the project during closing.,,,,,
,,,,,,,After the end of the project at a project post-mortem meeting.,,,,,
,,,,,,,Lessons learned can be organized when there is time available.,,,,,
,,,,,,1,During the project lifecycle and at the end.,,,,,
Radio,IM,0,1,SingleQuestion,What is the proper sequence for closing the project -----,,,[Qno: PML_1098] >> a. Hold project conclusion meeting<BR>b. Declare success or failure<BR>c. Transition the solution to support (if applicable)<BR>e. Turn over project files (if applicable)<BR>f. Conduct Performance Reviews<BR>g. Reassign the remaining project team<BR>h. Contract Closure<BR>,,,,
,,,,,,,"project closure, contract closure",,,,,
,,,,,,1,"contract closure, project closure",,,,,
,,,,,,,contract closure includes project closure,,,,,
,,,,,,,project closure includes contract closure,,,,,
Radio,IM,0,1,SingleQuestion,Which of the following BEST describes when you perform the Monitor and Control Project Work process?,,,"[Qno: PML_1308] >>  One of the most important things that you do as a project manager is to constantly monitor the project for changes, and take the appropriate action whenever you make a change. But changes don&rsquo;t happen on any sort of schedule—if they did, it would make project management a whole lot easier! That means you need to continuously monitor your project to figure out whether or not its plans and scope need to change.",,,,
,,,,,,,As soon as any deliverable is ready,,,,,
,,,,,,,At scheduled milestones or predefined intervals during the project,,,,,
,,,,,,1,Continuously throughout the project,,,,,
,,,,,,,At the end of every project phase,,,,,
Radio,IM,0,1,SingleQuestion,Which of the following is NOT an output of Monitor & Control Project Work?,,,"[Qno: PML_1309] >> Change Requests, Project Management Plan Updates, Project Docs Updates are output of Monitor & Control Project Work",,,,
,,,,,,1,Change request status updates,,,,,
,,,,,,,Change requests,,,,,
,,,,,,,Project management plan updates,,,,,
,,,,,,,Project document updates,,,,,
Radio,IM,0,1,SingleQuestion,Change request has been approved by change control board now these will be implemented in which process?,,,"[Qno: PML_1321] >> Changes are identified in Monitor and Control Project Work process; they are approved in Perform Integrated Change Control, and implemented in Direct and Manage Project Execution. ",,,,
,,,,,,,Monitor and Control Project Work,,,,,
,,,,,,,Perform Integrated Change Control,,,,,
,,,,,,1,Direct and Manage Project Execution,,,,,
,,,,,,,Develop Project Management Plan,,,,,
Radio,IM,0,1,SingleQuestion,"In one interview you asked a potential project manager that ""What is the purpose of the initiating process group?” What is the best reply?",,,[Qno: PML_1434] >> ,,,,
,,,,,,,Initiating kicks off the project,,,,,
,,,,,,1,Initiating can kick off the project or a phase of the project ,,,,,
,,,,,,,In initiating phase you write contract,,,,,
,,,,,,,Initiating identifies the project manager and produces a project charter,,,,,
Radio,IM,0,1,SingleQuestion,You joined an organization and while scanning through the organizational process assets you come to know that huge number of projects are failing in the organization. When you search for charter of these projects you come to know that no single project has the project charter available. This week you have been placed on a high value project and you told your management that first I need to work on the elements of project charter. Management feel that it is waste of time to write that useless paper. How do you convince your management.,,,[Qno: PML_1453] >> You always want to show the stakeholder the effects of their actions/inactions. C and D are wrong - the PM does not take unilateral action unless authorized to do so by the organization. Answers like A are usually wrong - this is the equivalent of “I&rsquo;m telling the teacher what you did!”,,,,
,,,,,,,Tell PMI about a fundamental breach in the PMI framework,,,,,
,,,,,,,Refuse to take on the project as you know this will most likely result in a project failure,,,,,
,,,,,,,Continue to work on the charter with the project sponsor. So that you can show the benefit of project charter on the completion of project,,,,,
,,,,,,1,Discuss the benefits of a well-defined project charter with senior management,,,,,
Radio,IM,0,1,SingleQuestion,Which process in integration management uses inputs from the largest number of  other PMBoK processes?,,,[Qno: PML_1761] >> “Develop Project Management Plan” integrates for all other processes in the planning group. Every planning process therefore  provides input to this process.,,,,
,,,,,,, Direct and Manage Project Execution.,,,,,
,,,,,,1, Develop Project Management Plan.,,,,,
,,,,,,, Monitor and Control Project Work.,,,,,
,,,,,,, Integrated Change Control.,,,,,
Radio,IM,0,1,SingleQuestion,During close-out phase historical records are stored for what purpose,,,[Qno: PML_1900] >> ,,,,
,,,,,,1,"Predict Trends, highlight problems in future projects",,,,,
,,,,,,,"Analyze successes, shortfalls of current projects",,,,,
,,,,,,,"Analyze strengths, document results of current project",,,,,
,,,,,,,"Justify results, set standards of current projects",,,,,
Radio,IM,0,1,SingleQuestion,You are working on a high requirement volatile project with multiple key stakeholders. Therefore you realize that you must give careful attention to integrated change control.  In other words it means---,,,"[Qno: PML_2743] >> Integrated change control is the process necessary for controlling factors that create changes to make sure those changes are beneficial, determining whether a change has occurred, and managing the approved changes, including when they occur.",,,,
,,,,,,,Establish an effective change control board with detailed defined procedures.,,,,,
,,,,,,,Identifying the precise nature of the stakeholder conflicts with regard to requirement change.,,,,,
,,,,,,,"Managing the primary baselines of scope, time and cost throughout project execution very closely.",,,,,
,,,,,,1,"Influencing the factors that create changes, determining if a change has occurred, and managing the actual changes that do occur.",,,,,
Radio,IM,0,1,SingleQuestion,Which of the following statements about administrative closure is false?,,,[Qno: PML_2744] >> The causes of variation and the reasoning behind the corrective action chosen are important elements of the lessons learned document. Lesson learned should be extended to any kind of learning of the organization or project team. It should not document the name of specific person responsible person for poor or great results.,,,,
,,,,,,,Administrative closure may occur at the end of a phase or at the end of a project.,,,,,
,,,,,,,"Even though the project records are complete, administrative closure is not complete until other relevant databases have been updated.",,,,,
,,,,,,,Administrative closure has a shared objective with scope verification.,,,,,
,,,,,,1,Lessons learned should be limited to causes of variance and the reasoning behind the corrective action chosen.,,,,,
Radio,IM,0,1,SingleQuestion,"Work performance information include information concerning to tasks which have been started, or completed along with the degree of conformance to established quality standards. Work performance information is",,,"[Qno: PML_2745] >> Information on work results like which deliverables have been completed and which have not with what extent quality standards are being met, what time, costs have been incurred or committed, etc. is collected as part of direct and manage project execution",,,,
,,,,,,,an output of report performance and an input to Perform Integrated Change Control.,,,,,
,,,,,,,an output of Distribute Information and an input to Report Performance,,,,,
,,,,,,1,an output of Direct and Manage Project Execution and an input to Report Performance.,,,,,
,,,,,,,an output of Direct and Manage Project Execution and an input to Perform Integrated Change Control.,,,,,
Radio,IM,0,1,SingleQuestion,Which input to Perform Integrated Change Control process provides the basis for identifying changes and recognizing the possibility of future problems?,,,[Qno: PML_2753] >> Discussing change request without work performance information does not give visibility about the related work which has been and impact of the changes on future.,,,,
,,,,,,1,Work Performance Information.,,,,,
,,,,,,,Performance measurement.,,,,,
,,,,,,,Project Management Plan.,,,,,
,,,,,,,Change requests.,,,,,
Radio,IM,0,1,SingleQuestion,Standards and regulations,,,"[Qno: PML_2754] >> Standards may suggest, and regulations impose, minimal requirements on quality.",,,,
,,,,,,,are only indirectly related to quality management.,,,,,
,,,,,,,are the basis for the quality management plan.,,,,,
,,,,,,,represent quality criteria that must be adhered to.,,,,,
,,,,,,1,represent externally imposed quality criteria.,,,,,
Radio,PM,0,1,SingleQuestion,Which of the following is not an input of the Conduct Procurement process?,,,[Qno: PML_126] >> Procurement Management Plan is part of Project Management Plan,,,,
,,,,,,,Teaming agreements,,,,,
,,,,,,,Qualified seller list,,,,,
,,,,,,1,Procurement management plan,,,,,
,,,,,,,Project management plan,,,,,
Radio,PM,0,1,SingleQuestion,Which is an appropriate order in most project situations for the development of scope-related documents?,,,[Qno: PML_507] >> ,,,,
,,,,,,,Work breakdown structure >> Scope statement >> Project charter >> CSOW (Contractual SOW) >> Contractual WBS,,,,,
,,,,,,,Feasibility study >> Contract >> Contractual WBS >> SOW descriptions >> PID (Project initiation document).,,,,,
,,,,,,1,Project SOW (Statement of work) >> Project charter >> Project scope management plan >> Project scope statement >> WBS  dictionary.,,,,,
,,,,,,,BOM (Bill of materials) >> CAP (Control account plan) >> Project charter >> Change management plan >> Scope baseline.,,,,,
Radio,PM,0,1,SingleQuestion,"In most jurisdictions, a legally required order of formal statements establishing a contract is called",,,[Qno: PML_536] >> ,,,,
,,,,,,1,"Offer, acceptance",,,,,
,,,,,,,"Inquiry, bid, order",,,,,
,,,,,,,"Invitation to treat, offer, PO",,,,,
,,,,,,,"MoU, LoI, final agreement",,,,,
Radio,PM,0,1,SingleQuestion,Your customer is asking you that we should close the contract tomorrow. What document you need to close the contract?,,,"[Qno: PML_832] >> While closing contract you need Contract documentation, Procurement audits and Formal acceptance and closure.",,,,
,,,,,,,Formal acceptance and closure,,,,,
,,,,,,,Contract documentation,,,,,
,,,,,,,Procurement audits,,,,,
,,,,,,1,All of the above,,,,,
Radio,PM,0,1,SingleQuestion,The process of identifying and defining a product or service required in project is called:,,,[Qno: PML_839] >> In procurement planning process you determine what products or services required from outside the project organization,,,,
,,,,,,,Source selection,,,,,
,,,,,,,Contract administration,,,,,
,,,,,,1,Procurement planning,,,,,
,,,,,,,Contract closeout,,,,,
Radio,PM,0,1,SingleQuestion,You write your procurement document in which process?,,,[Qno: PML_843] >> Create Procurement document is done in Plan Procurements process.,,,,
,,,,,,,Conduct Procurements,,,,,
,,,,,,,Administer Procurements,,,,,
,,,,,,1,Plan Procurements,,,,,
,,,,,,,Procurement Plan,,,,,
Radio,PM,0,1,SingleQuestion,Which Contract is most widely used in Procurement process,,,[Qno: PML_1095] >> ,,,,
,,,,,,,Fixed Price Award Fee,,,,,
,,,,,,,CPPC,,,,,
,,,,,,1,Fixed Price ,,,,,
,,,,,,,Time & Material,,,,,
Radio,PM,0,1,SingleQuestion,Which of the following BEST describes the records management system?,,,"[Qno: PML_1247] >> The records management system is used in Administer Procurement and Close Procurement Processes. It is used to store your contracts and any related documents, so that future project managers can refer to them in future projects.",,,,
,,,,,,,A library that stores the lessons learned for past projects,,,,,
,,,,,,,A filing system to store paid invoices,,,,,
,,,,,,1,A system to store contracts and project records for future project managers to reference,,,,,
,,,,,,,"A system to store human resource records, salary information and work performance history",,,,,
Radio,PM,0,1,SingleQuestion,Which of the following contracts has the MOST risk for the seller?,,,[Qno: PML_1285] >> A fixed price (FP) contract means that the buyer pays one amount regardless of how much it costs the seller to do the work. A fixed price contract only makes sense in cases where the scope is very well known.,,,,
,,,,,,1,Fixed price (FP),,,,,
,,,,,,,Cost plus fixed fee (CPFF),,,,,
,,,,,,,Time and Materials (T&M),,,,,
,,,,,,,Cost plus percentage of costs (CPPC),,,,,
Radio,PM,0,1,SingleQuestion, What is a tool and technique of Close procurements?,,,"[Qno: PML_1457] >> Procurement Audits, Negotiated Settlements, Records Mgmt Systems are tools and technique of close procurement. PMBOK(r) Guide 4th Edition, p. 343",,,,
,,,,,,, Payment systems ,,,,,
,,,,,,, Performance Reporting,,,,,
,,,,,,1, Negotiated settlements,,,,,
,,,,,,, Claims administration,,,,,
Radio,PM,0,1,SingleQuestion, An RFP is:,,,"[Qno: PML_1488] >> Request for Proposal is Output of the Plan Procurements process. PMBOK(r) Guide, p. 326",,,,
,,,,,,, A tool and technique of the Conduct Procurements process ,,,,,
,,,,,,1, An output of the Plan Procurements process,,,,,
,,,,,,, An input to Administer Procurements process,,,,,
,,,,,,, A tool and technique of the Plan Procurements process,,,,,
Radio,PM,0,1,SingleQuestion,The project manager can perform all the following functions in a procurement except:,,,"[Qno: PML_1515] >> The PM may not be the lead negotiator in procurements. PMBOK(r) Guide 4th Edition, p. 333",,,,
,,,,,,1,Should be the lead negotiator in a procurement ,,,,,
,,,,,,,Have authority to authorize changes to the procurement,,,,,
,,,,,,,Help to clarify and finalize the contract terms and conditions,,,,,
,,,,,,,Take a lead role in auditing the seller&rsquo;s work product,,,,,
Radio,PM,0,1,SingleQuestion,In contract negotiation process you ,,,[Qno: PML_1756] >> “Contract negotiation clarifies the structure and requirements of the contract so that mutual agreement can be reached prior to signing the contract.” [PMBoK 12.2.2.7],,,,
,,,,,,,Reaches to acceptable agreement with parties through  communication and compromise.,,,,,
,,,,,,,Clarify and develop a mutual agreement on the responsibilities and authorities that will govern contract administration.,,,,,
,,,,,,,Bargain with the seller with respect to resources and activities in order to come to terms that can be incorporated into the final contract.,,,,,
,,,,,,1,Clarify and develop a mutual agreement on the structure and requirements of the contract.,,,,,
Radio,PM,0,1,SingleQuestion,Cost Plus Percentage of Cost (CPPC) contracts provide:,,,[Qno: PML_1884] >> ,,,,
,,,,,,,A reimbursement of allowable costs plus a fixed fee. This is paid proportionately as the work progresses as per contract.,,,,,
,,,,,,1,A reimbursement of allowable cost of services performed plus an agreed upon percentage of the estimated cost as profit.,,,,,
,,,,,,,The supplier with a fixed price for a delivered performance plus a predetermined fee for superior performance.,,,,,
,,,,,,,None of the above.,,,,,
Radio,PM,0,1,SingleQuestion,You are determining the technical criteria to evaluate the sellers. What do you call this activity,,,[Qno: PML_2107] >> ,,,,
,,,,,,1,Source selection criteria,,,,,
,,,,,,,Goal evaluation criteria,,,,,
,,,,,,,Statement of work,,,,,
,,,,,,,Brand evaluation criteria,,,,,
Radio,PM,0,1,SingleQuestion,"The following is the data was provided by your manager and asked you to calculate the final price of the contract.<BR>Target cost is $ 140,000;<BR>Actual cost is $ 100,000<BR>Target fee is $ 20,000;<BR>Maximum fee is $ 28,000;<BR>Sharing ratio is 60:40.<BR>Please select your answer.",,,[Qno: PML_2116] >> Target Cost (TC) 140000  Any $ spent over it will be deducted from the seller&rsquo;s profit but buyer also bear the price<BR>Target Profit (TP) 20000  <BR>Target Price (TPR) 160000  <BR>Minimum Fee (MINF) 0  <BR>Maximum Fee (MAXF) 28000  <BR>Buyer/Seller Ratio 60% / 40%<BR>Actual Cost (AC) 100000  <BR>   <BR>Cost Saving =   Target Cost - Actual Cost<BR>:Cost Saving 40000  <BR>Seller&rsquo;s Share in Cost Saving 16000  <BR>Actual Fee (AF) =   Seller&rsquo;s Share in Cost Saving + Target Profit<BR>:AF 36000  <BR>Actual Fee Paid=   (If actual fee is less than min fee than min fee is paid. If actual fees is more than max fee than max is paid else actual fees is paid)<BR>Cost of Contract =   Actual Cost + Actual Feed Paid<BR>Cost of Contract 128000  <BR>Profit 32000  ,,,,
,,,,,,,"$ 100,000",,,,,
,,,,,,,"$ 108,000",,,,,
,,,,,,,"$ 105,000",,,,,
,,,,,,1,"$ 128,000",,,,,
Radio,PM,0,1,SingleQuestion,While you are performing Procurement performance review you are in which process of Project Procurement Management?,,,[Qno: PML_2606] >> ,,,,
,,,,,,,Plan Procurements,,,,,
,,,,,,,Conduct Procurements,,,,,
,,,,,,1,Administer Procurements,,,,,
,,,,,,,Close Procurements,,,,,
Radio,PM,0,1,SingleQuestion,With regards to proposals what is correct statement among followings?,,,[Qno: PML_2752] >> Proposals are seller-prepared documents that describe the ability of the seller and willingness to provide the requested product or solution. Prices are mentioned in Bid document.,,,,
,,,,,,1,Proposals are seller prepared documents that describe the seller’s ability and willingness to provide the requested product.,,,,,
,,,,,,,Proposals always contain a separate section giving the price for the proposed solution.,,,,,
,,,,,,,Proposals represent the mutual agreement on the structure and requirements of the contract prior to its actual execution.,,,,,
,,,,,,,They must represent the entire and complete offer and cannot be orally modified until contract negotiations begin.,,,,,
Radio,QM,0,1,SingleQuestion,Which of the following is not a cost of quality?,,,[Qno: PML_117] >> ,,,,
,,,,,,,Rework,,,,,
,,,,,,,Change requests,,,,,
,,,,,,,Fixing software bugs.,,,,,
,,,,,,1,Deferring change requests,,,,,
Radio,QM,0,1,SingleQuestion,In your project you are sequencing activities you will all the tools except.,,,[Qno: PML_907] >> Rolling wave planning is a technique for Define Activities. Other options are technique for Sequence Activities.,,,,
,,,,,,,Mandatory Dependencies,,,,,
,,,,,,,Arrow Diagramming Method [ADM,,,,,
,,,,,,,Precedence Diagramming Method [PDM],,,,,
,,,,,,1,Rolling Wave Planning,,,,,
Radio,QM,0,1,SingleQuestion,You are in charge of laser printer manufacturing Company. You have recently launched a new laser printer and you observed some over-heating in the hangs the printer and bad impact on printing quality also. You have decided to conduct a root cause analysis and to determine the exact reason for this and suggest action that could prevent the this type of occurrence in new batch. What did you here?,,,[Qno: PML_1077] >> ,,,,
,,,,,,,Using the quality audit technique,,,,,
,,,,,,,Using Quality control tool and technique,,,,,
,,,,,,,Using the root cause identification technique,,,,,
,,,,,,1,Using process analysis technique of QA,,,,,
Radio,QM,0,1,SingleQuestion,Root Cause Analysis is related to,,,[Qno: PML_1739] >> While doing process analysis you also do the root cause analysis to know the reason of variance in any process,,,,
,,,,,,,Quality Audits,,,,,
,,,,,,1,Process Analysis,,,,,
,,,,,,,Quality Control Measurements,,,,,
,,,,,,,Performance Measurements,,,,,
Radio,QM,0,1,SingleQuestion,  A checklist is,,,"[Qno: PML_1757] >> A checklist is a structured tool used to verify that a set of required steps has been performed. PMBOK(r) Guide, p. 201",,,,
,,,,,,,an ordered listing of quality items that must be verified before the quality control step is completed.,,,,,
,,,,,,1,a structured tool used to verify that a set of required steps has been performed.,,,,,
,,,,,,,a technical list of measured variables or counted data for decision making in a quality process review.,,,,,
,,,,,,,an inspection list that is used when no evidence exists that the quality level of the product being submitted is better or worse than the specified quality level.,,,,,
Radio,QM,0,1,SingleQuestion,What is the meaning of inspection?,,,"[Qno: PML_1760] >> An inspection is the examination of a work product to determine whether it conforms to documented standards. PMBOK(r) Guide, p. 213",,,,
,,,,,,1,activities undertaken to determine whether results conform to requirements.,,,,,
,,,,,,,a statistical sampling and examination.,,,,,
,,,,,,,recorded data concerning the results of inspection actions.,,,,,
,,,,,,,performed during the manufacturing or repair cycle to help prevent defects from occurring.,,,,,
Radio,QM,0,1,SingleQuestion,Which of the following is not true about error in project quality management?,,,"[Qno: PML_1767] >> According to the PMBOK, “The cost of preventing mistakes is always much less than the cost of correcting them…” [8.0]",,,,
,,,,,,1,Error is an unavoidable component of all project work.,,,,,
,,,,,,,Correcting error is more costly than the design and planning work that would be necessary to prevent it.,,,,,
,,,,,,,Error is a source of learning rather than a basis for disciplinary warnings or actions.,,,,,
,,,,,,,Error is a reflection of inadequate project planning.,,,,,
Radio,QM,0,1,SingleQuestion,"The ""rule of seven"" as applied to process control charts means that :",,,[Qno: PML_1870] >> ,,,,
,,,,,,,"Seven consecutive points are ascending, descending, or the same.",,,,,
,,,,,,,Work of more than 7 hours should not be planned for any resource,,,,,
,,,,,,1,"If there are seven points on one side of mean, then an cause must be analyzed.",,,,,
,,,,,,,A process is not out of control even though seven measurements fall outside the lower and upper control limits.,,,,,
Radio,QM,0,1,SingleQuestion,What does TQM stand for?,,,[Qno: PML_1877] >> ,,,,
,,,,,,,Time Quality Managed,,,,,
,,,,,,,Target Quality Management,,,,,
,,,,,,,Time Quote Management,,,,,
,,,,,,1,Total Quality Management,,,,,
Radio,QM,0,1,SingleQuestion,Which of the following is the most efficient means of product quality inspection:,,,[Qno: PML_1886] >> ,,,,
,,,,,,,100% inspection.,,,,,
,,,,,,1,Acceptance sampling.,,,,,
,,,,,,,Variable lot inspection.,,,,,
,,,,,,,Random Inspection,,,,,
Radio,QM,0,1,SingleQuestion,Design of experiments?,,,[Qno: PML_1926] >> ,,,,
,,,,,,,Identifies which variables have the least influence on a quality outcome,,,,,
,,,,,,,Determines what a quality outcome is,,,,,
,,,,,,,Is a method for research and development,,,,,
,,,,,,1,Identifies which independent variables have the most influence on quality outcome,,,,,
Radio,QM,0,1,SingleQuestion,The zero defects concept emphasize on,,,[Qno: PML_1947] >> ,,,,
,,,,,,,Having a performance standard for management,,,,,
,,,,,,,Continuous slow but steady improvement,,,,,
,,,,,,,Everyone should do things right the first time,,,,,
,,,,,,1,1 and 3,,,,,
Radio,QM,0,1,SingleQuestion,"You are managing the tools/spare parts section for an sports car manufacturing company. Your team members have discovered there are some defective tools/spare parts in the inventory. The probable cause for these could be materials used, defective measurement systems, inaccurate tolerances in the machines, or other factors. To determine what caused the defect, you will:",,,[Qno: PML_2049] >> ,,,,
,,,,,,1,Draw an fishbone diagram,,,,,
,,,,,,,Use a control chart,,,,,
,,,,,,,Tornado Diagram,,,,,
,,,,,,,Draw a Pareto chart,,,,,
Radio,QM,0,1,SingleQuestion,"In a normal distribution, standard deviation refers to:",,,[Qno: PML_2071] >> ,,,,
,,,,,,,Distance of measurement from the most likely value,,,,,
,,,,,,,Distance of measurement from the middle most value,,,,,
,,,,,,1,Distance of measurement from the mean,,,,,
,,,,,,,A tool that is used in qualitative risk analysis,,,,,
Radio,QM,0,1,SingleQuestion,"In your project, you would like to identify logical groupings of the requirements based on natural relationships. Which one of the following techniques would you use?",,,[Qno: PML_2103] >> ,,,,
,,,,,,1,Affinity diagrams,,,,,
,,,,,,,Force field analysis,,,,,
,,,,,,,Nominal group techniques,,,,,
,,,,,,,Delphi Technique,,,,,
Radio,QM,0,1,SingleQuestion,As a project manager you are responsible to ensure that the project stakeholders are,,,[Qno: PML_2499] >> As a Project Manager you should develop a Quality Policy for the project and educate all stakeholders about this.,,,,
,,,,,,1,Fully aware of the quality policy.,,,,,
,,,,,,,Involved in quality assurance activities,,,,,
,,,,,,,Involved in the quality control process.,,,,,
,,,,,,,Responsible for managing quality expectations.,,,,,
Radio,QM,0,1,SingleQuestion,"You are planning quality on your project, which is not tool and technique for this.",,,[Qno: PML_2694] >> Checklist is output of Plan Quality Process,,,,
,,,,,,,Cost benefit analysis,,,,,
