View,Category,Randomize,Score,Type,Question,Correct,Answers,Note,Correct_1,Score_1,Case Insensitive,Correlation
,,,,,,,"Develop project management plan, develop human resource plan, perform quality assurance, acquire project team",,,,,
,,,,,,,"Develop project management plan, define scope, develop project tem, administer contract",,,,,
,,,,,,,"Plan quality, plan communications, develop project team, perform quantitative risk analysis",,,,,
,,,,,,1,"Define activities,  Estimate activity durations, Estimate costs, develop schedule, Sequence activities, Develop project management plan",,,,,
Radio,FW,0,1,SingleQuestion,Series of actions bringing about a result is called,,,[Qno: PML_2655] >> ,,,,
,,,,,,1,Process,,,,,
,,,,,,,Project plan,,,,,
,,,,,,,Schedule,,,,,
,,,,,,,Flow chart,,,,,
Radio,HM,0,1,SingleQuestion,"What is the name of the database that contains information on skill, competencies, previous experience, personal interest and availability of resources which can be assigned to a project.",,,[Qno: PML_103] >> ,,,,
,,,,,,,The Availability Matrix.,,,,,
,,,,,,,Human Resources.,,,,,
,,,,,,,Staff Breakdown structure.,,,,,
,,,,,,1,Staffing Pool Description.,,,,,
Radio,HM,0,1,SingleQuestion,What does the acronym RACI commonly stand for in project management?,,,[Qno: PML_487] >> ,,,,
,,,,,,,"Remote, Attached, Connected, Integrated",,,,,
,,,,,,,Risk Analysis and Caution Initiative,,,,,
,,,,,,1,"Responsible, Accountable, Consult, Inform",,,,,
,,,,,,,Randomly Accessible Cashflow Information,,,,,
Radio,HM,0,1,SingleQuestion,Which of the following is generally not regarded to be a motivator according to Frederick Herzberg?,,,"[Qno: PML_495] >> As per Frederick Herzberg, working conditions and interpersonal relations and hygiene factors",,,,
,,,,,,,Responsibility for enlarged task,,,,,
,,,,,,,Interest in the task,,,,,
,,,,,,1,Working conditions and interpersonal relations,,,,,
,,,,,,,Recognition for achievement,,,,,
Radio,HM,0,1,SingleQuestion,"In modern business environment, a project manager need to be",,,[Qno: PML_496] >> ,,,,
,,,,,,1,Team players and facilitators instead of bossy or hero,,,,,
,,,,,,,Experience in tricking business partners,,,,,
,,,,,,,Strict standing in negotiating,,,,,
,,,,,,,Strongly linked to local traditions,,,,,
Radio,HM,0,1,SingleQuestion,Most common cause of conflicts in a project is ,,,[Qno: PML_694] >> Schedules are most common cause of conflicts.,,,,
,,,,,,,Project priorities ,,,,,
,,,,,,,Technical opinions ,,,,,
,,,,,,,Personal Issues ,,,,,
,,,,,,1,Schedules ,,,,,
Radio,HM,0,1,SingleQuestion,Which is an input to human resource planning?,,,"[Qno: PML_809] >> Develop Human Resource Plan Inputs : Enterprise Environmental Factors, Historical information, Organizational Process Assets and Project Management plan.",,,,
,,,,,,,Chart of accounts,,,,,
,,,,,,,Cost baseline,,,,,
,,,,,,,Cost management plan,,,,,
,,,,,,1,Historical information,,,,,
Radio,HM,0,1,SingleQuestion,What is not among the tools and techniques of Organizational Planning?,,,[Qno: PML_818] >> Staffing Management Plan (part of Human Resource Plan) is output of Develop Human Resource Plan,,,,
,,,,,,,Templates,,,,,
,,,,,,,Human resource practices,,,,,
,,,,,,1,Staffing management plan,,,,,
,,,,,,,Organizational theory,,,,,
Radio,HM,0,1,SingleQuestion,You are the project manager for a project that has high visibility. Your manager wants you to prepare a presentation for him to present at a conference. Most of the material in the presentation will be facts that are the results of your project. Your manager intends to present the material under his own name. Your name will not appear. What is the best option for you?,,,"[Qno: PML_1006] >> There are other better ways. But given the options, option #2 is the best.",,,,
,,,,,,,Refuse to work on the presentation unless you are listed as a co-author.,,,,,
,,,,,,1,Do the work as you were told by your manager. ,,,,,
,,,,,,,Present your own presentation. ,,,,,
,,,,,,,Meet with your manager&rsquo;s manager and discuss the problem.,,,,,
Radio,HM,0,1,SingleQuestion,"You are negotiating contract terms with a potential buyer of your services. While one of the members of the negotiating team on the buyer&rsquo;s side has been very helpful in establishing reasonable terms, the buyer&rsquo;s negotiating partner has challenged every point put forth in the meeting by your team, stating you are ‘brain damaged&rsquo;. At one point, this partner even verbally abuses the other negotiator on his team! This negotiation tactic is best known as:",,,"[Qno: PML_1355] >> Another Example: A husband and wife go out to buy laptop. He acts in an aggressive and dominant way, complaining about the price and the sales person&rsquo;s condescending manner. She takes the sales person aside and apologizes for her husband and whispers a price at which she thinks he will buy.",,,,
,,,,,,, Direct attack,,,,,
,,,,,,1, Good guy/bad guy,,,,,
,,,,,,, Unreasonable ,,,,,
,,,,,,, Escalating demand,,,,,
Radio,HM,0,1,SingleQuestion,What are the five phases of the Tuckman model in order?,,,"[Qno: PML_1374] >>  This defines the correct sequence: forming, storming, Norming, performing, adjourning. PMBOK(r) Guide 4th Edition, p. 233",,,,
,,,,,,,"Storming, forming, performing, Norming, adjourning",,,,,
,,,,,,,"Forming, performing, storming, adjourning, forming ",,,,,
,,,,,,,"Performing, Norming, forming, adjourning, storming",,,,,
,,,,,,1,"Forming, storming, Norming, performing, adjourning",,,,,
Radio,HM,0,1,SingleQuestion, Primary outputs from team development are:,,,[Qno: PML_1650] >> Team performance assessment is output of Develop Project Team and this is used as input in Manage Project Team for performance appraisal purpose.,,,,
,,,,,,,High project team morale,,,,,
,,,,,,,Reduced project cost,,,,,
,,,,,,1,Input to performance appraisals,,,,,
,,,,,,,Greater customer satisfaction,,,,,
Radio,HM,0,1,SingleQuestion,You manager asks you the objective of Team Development and you mentioned that in Team Development we,,,[Qno: PML_1816] >> ,,,,
,,,,,,,Setup a team of people with the skills set that are required,,,,,
,,,,,,1,Enhances the ability of stakeholders to contribute as individuals,,,,,
,,,,,,,Motivate project team members,,,,,
,,,,,,,Sends project team to a PMI seminar,,,,,
Radio,HM,0,1,SingleQuestion,"As a project manager, you do not take any major project decision without the involvement of team. As a leader you This style of leadership is",,,[Qno: PML_2030] >> ,,,,
,,,,,,1,Theory Y of McGregor,,,,,
,,,,,,,Theory X of McGregor,,,,,
,,,,,,,Maslow`s hierarchy of needs,,,,,
,,,,,,,Referent Power,,,,,
Radio,HM,0,1,SingleQuestion,"You are working on a Civil Project. You find that two of your team members disagree often on the best way to handle an issue. You asked them to look at the positives and negatives of their approaches and submit their recommendations, which could be a ""middle path"". You followed which technique of resolving conflict?",,,[Qno: PML_2041] >> ,,,,
,,,,,,1, Compromising,,,,,
,,,,,,, Smoothing,,,,,
,,,,,,, Confrontation,,,,,
,,,,,,, Withdrawal,,,,,
Radio,HM,0,1,SingleQuestion,A team member on the project is consistently delivering the work packages late and below the required quality standards. The issue was discussed with her several times but there is no improvement. As project manager you decide that it is time to employ coercive power. What measure will you implement?,,,"[Qno: PML_2449] >> French & Raven recognize five types of power: coercive, reward, legitimate, referent, and expert power. Coercive power is also known a penalty power, by which you punish someone.",,,,
,,,,,,,You ask the Human Resources department to step in.,,,,,
,,,,,,,You bargain with her to give her better assignments if she performs.,,,,,
,,,,,,,You discuss the situation with her line manager.,,,,,
,,,,,,1,You punish her by removing the privilege to work from home for two days per week.,,,,,
Radio,HM,0,1,SingleQuestion,"Pre-assignment, Negotiation, Acquisition, and Virtual teams are Tools & Techniques of _________________.",,,[Qno: PML_2571] >> ,,,,
,,,,,,,Manage Project Team,,,,,
,,,,,,,Develop Project Team,,,,,
,,,,,,1,Acquire Project Team,,,,,
,,,,,,,Develop Human Resource Plan,,,,,
Radio,HM,0,1,SingleQuestion,"Enterprise environmental factors updates, Organizational process assets updates, Change Requests, and Project management plan updates are output of ___________.",,,[Qno: PML_2576] >> ,,,,
,,,,,,,Develop Human Resource Plan,,,,,
,,,,,,,Acquire Project Team,,,,,
,,,,,,,Develop Project Team,,,,,
,,,,,,1,Manage Project Team,,,,,
Radio,IM,0,1,SingleQuestion,Expert judgement is a tool & technique of:,,,[Qno: PML_110] >> ,,,,
,,,,,,,Develop Project Management Plan.,,,,,
,,,,,,,Develop Project Charter.,,,,,
,,,,,,,Perform Integrated Change Control.,,,,,
,,,,,,1,All of the above.,,,,,
Radio,IM,0,1,SingleQuestion,During the Close Project process all expected to be done except,,,[Qno: PML_780] >> Creation of deliverables is output of the Direct and Manage Project execution process.,,,,
,,,,,,,The handing over of deliverables to the receiving party.,,,,,
,,,,,,,Documenting the project learnings.,,,,,
,,,,,,1,Creation of deliverables of the project.,,,,,
,,,,,,,Release of project resources.,,,,,
Radio,IM,0,1,SingleQuestion,The scope of closing process includes:,,,[Qno: PML_820] >> Contract Closure and Project Closure both are part of closing process group and Contract closure should be before the Close Project process,,,,
,,,,,,,Final reporting,,,,,
,,,,,,,Activity List,,,,,
,,,,,,1,Contract closeout,,,,,
,,,,,,,Exit interview,,,,,
Radio,IM,0,1,SingleQuestion,"You have been assigned a new project. To get things started on the project you want the team members to get to know one another, to discuss the objectives and goals of the project, and to identify some of the potential problem areas. This type of meeting is called",,,[Qno: PML_1653] >> Project kick-off meeting,,,,
,,,,,,, Project team meeting,,,,,
,,,,,,, Introduction meeting,,,,,
,,,,,,, Goal setting meeting,,,,,
,,,,,,1, Project kick-off meeting,,,,,
Radio,IM,0,1,SingleQuestion,"Alan said to you that today was the project kick off meeting of his project, what do think is the purpose of this meeting",,,[Qno: PML_1822] >> ,,,,
,,,,,,,To draft project charter,,,,,
,,,,,,,Build up team spirit,,,,,
,,,,,,1,Setup project team and announce the PM assignment,,,,,
,,,,,,,Define project scope and develop WBS,,,,,
Radio,IM,0,1,SingleQuestion,"As a project manager, you are aware that changes are bound to occur in the projects. While you are monitoring and controlling changes, you use the term project scope creep. What does the term refer to?",,,"[Qno: PML_2436] >> Uncontrolled changes are often referred to as project scope creep. Reference: PMBOK(r) Guide Fourth Edition, Page 125",,,,
,,,,,,1,Uncontrolled changes,,,,,
,,,,,,,Controlled changes,,,,,
,,,,,,,Manageable changes,,,,,
,,,,,,,Unmanageable changes,,,,,
Radio,IM,0,1,SingleQuestion,The inputs to Develop Project Charter are:,,,[Qno: PML_2521] >> ,,,,
,,,,,,1,"Project statement of work, Business case, Contract, Enterprise environmental factors, Organizational process assets.",,,,,
,,,,,,,"Business case, Enterprise environmental factors, Organizational process assets.",,,,,
,,,,,,,"Project statement of work, Contract, Organizational process assets.",,,,,
,,,,,,,"Project statement of work, Business case, Contract.",,,,,
Radio,IM,0,1,SingleQuestion,What is the input of Perform Integrated Change Control,,,[Qno: PML_2608] >> ,,,,
,,,,,,1,Change Request,,,,,
,,,,,,,Change Log,,,,,
,,,,,,,Issue Log,,,,,
,,,,,,,Work performance Measurement,,,,,
Radio,IM,0,1,SingleQuestion,Deliverables is output of which process?,,,[Qno: PML_2615] >> ,,,,
,,,,,,1,Direct & Management Project Execution,,,,,
,,,,,,,Project Execution,,,,,
,,,,,,,Monitor & Control Project Work,,,,,
,,,,,,,Verify Scope,,,,,
Radio,IM,0,1,SingleQuestion,Find odd man out,,,[Qno: PML_2620] >> ,,,,
,,,,,,,Develop Project Management Plan,,,,,
,,,,,,,Develop Project Charter,,,,,
,,,,,,,Create WBS,,,,,
,,,,,,1,Planning,,,,,
Radio,IM,0,1,SingleQuestion,In project integration management knowledge area Project Chapter is input to which process,,,[Qno: PML_2622] >> ,,,,
,,,,,,,Develop Project Charter,,,,,
,,,,,,1,Develop Project Management Plan,,,,,
,,,,,,,Direct & Manage Project Execution,,,,,
,,,,,,,Monitor & Control Project Work,,,,,
Radio,IM,0,1,SingleQuestion,What is PDU?,,,[Qno: PML_2631] >> ,,,,
,,,,,,,Professional Divisional Units,,,,,
,,,,,,,Personal Development Union,,,,,
,,,,,,1,Professional Development Units,,,,,
,,,,,,,Project Development Unit,,,,,
Radio,IM,0,1,SingleQuestion,Project Charter is signed by,,,[Qno: PML_2632] >> ,,,,
,,,,,,,Stakeholders,,,,,
,,,,,,,Boss,,,,,
,,,,,,1,Sponsor,,,,,
,,,,,,,Project Manager,,,,,
Radio,IM,0,1,SingleQuestion,Which process group process recognizes that a project or phase should begin and commits the organization for that,,,[Qno: PML_2609] >> ,,,,
,,,,,,,Planning process,,,,,
,,,,,,,Solicitation process,,,,,
,,,,,,,Scoping process,,,,,
,,,,,,1,Initiating process,,,,,
Radio,IM,0,1,SingleQuestion,Input for close project or phase include,,,"[Qno: PML_2636] >> There are 3 Input for Close Project or Phase are Project Management Plan, Accepted Deliverables, Organization Process Assets",,,,
,,,,,,,Enterprise environmental factors,,,,,
,,,,,,,Approved change request,,,,,
,,,,,,1,Project management plan,,,,,
,,,,,,,All of the above,,,,,
Radio,IM,0,1,SingleQuestion,Which one of the following used for sanctioning the project work to ensure that its done at the right time,,,[Qno: PML_2654] >> ,,,,
,,,,,,,Organizational procedures,,,,,
,,,,,,,Project Planning,,,,,
,,,,,,,Status review & progress meetings,,,,,
,,,,,,1,Work authorization systems,,,,,
Radio,PM,0,1,SingleQuestion,Make-or-buy analysis is a tool & technique of which process?,,,[Qno: PML_102] >> ,,,,
,,,,,,,Conduct Procurement,,,,,
,,,,,,1,Plan Procurement,,,,,
,,,,,,,Close Procurement,,,,,
,,,,,,,Administer Procurement,,,,,
Radio,PM,0,1,SingleQuestion,"You are a project manager of cost reimbursable contract which has target cost: $50,000. This project has Target fee: $ 5,000<BR>Buyer/Seller sharing: 70% / 30%<BR>Price ceiling: $ 60,000<BR>Which is the PTA (= Point of total assumption, Break point) of the project?  ",,,[Qno: PML_462] >> Target Cost (TC)= 50000  (Any $ spent over it will be deducted from the seller&rsquo;s profit but buyer also bear the price)<BR>Target Profit (TP)= 5000  <BR>Target Price (TPR)= 55000  <BR>Ceiling Price (CP)= 60000  (Any $ spent over it seller will pay from his own pocket)<BR>Buyer/Seller Ratio 70% / 30%<BR>   <BR>PTA =   (Ceiling Price - Target Price)/Buyers Ratio + Target Cost<BR>:PTA 57143  ,,,,
,,,,,,1,"$ 57,143",,,,,
,,,,,,,"$ 55,000",,,,,
,,,,,,,"$ 60,000",,,,,
,,,,,,,"$ 60,397",,,,,
Radio,PM,0,1,SingleQuestion,You are working on a construction project and you know that same quality and grade of material can be available from many vendors. What would you include in the procurement package to ensure that offers from vendor are comparable?,,,[Qno: PML_465] >> ,,,,
,,,,,,,"The approved project scope statement, the WBS which should be broken down to Work Package level and the WBS dictionary",,,,,
,,,,,,,A statement of work describing the needs of the project in sufficient detail to enable vendors to make suitable proposals,,,,,
,,,,,,1,A statement of work specifying attributes and metrics of the requested deliverables in detail to allow vendors submission of bids,,,,,
,,,,,,,The risk management plan and the reports from those risk management reviews which have been made so far,,,,,
Radio,PM,0,1,SingleQuestion,"You are working on a fixed-price-plus-incentive (FPI) firm contract has a target cost of $270,000, a target profit of $28,000, target price of $ 298,000, a ceiling price of $320,000, and a share ratio of 80/20. The actual cost of the project was $340,000. How much profit does the seller make?",,,[Qno: PML_1037] >> Target Cost (TC)= 270000  (Any $ spent over it will be deducted from the seller&rsquo;s profit but buyer also bear the price)<BR>Target Profit (TP)= 28000  <BR>Target Price (TPR)= 298000  <BR>Ceiling Price (CP)= 320000  (Any $ spent over it seller will pay from his own pocket)<BR>Buyer/Seller Ratio 80% / 20%<BR>Actual Cost (AC) 318000  <BR>   <BR>PTA =   (Ceiling Price - Target Price)/Buyers Ratio + Target Cost<BR>:PTA 297500  <BR>Cost Overrun @ PTA =   PTA - Target Cost<BR>:Cost Overrun @ PTA= 27500  <BR>Buyer Seller  (Price up to PTA will be shared by buyer & seller in agreed ratio. Any extra penny will be deducted without sharing from the profit of seller.)<BR>80% / 20%  <BR>22000 / 5500.0  (Cost below PTA will be shared between buyer and seller)<BR>   <BR>Seller&rsquo;s Profit Cut 1= 5500.00  (Profit cut associated with AC up to PTA)<BR>Seller&rsquo;s Profit Cut 2= 20500.00  (Profit cut associated with AC above PTA and less then ceiling price) (AC- PTA)<BR>Total Profit Cut= 26000.00  (Profit Cut 1 + Profit Cut 2)<BR>Profit paid to vendor=   Target Profit - Profit Cut because of Actual cost is above than Target cost<BR>:Profit paid to vendor= 2000.0  (Negative means loss)<BR>Profit to buyer=   PTA - Actual Cost<BR>:Profit to buyer= -20500  Negative means loss<BR>Total cost paid by Buyer=   Actual Cost + Profit to Vendor<BR>:Total cost paid by Buyer= 320000  Also known as cost of contract,,,,
,,,,,,,"$ 11,000",,,,,
,,,,,,,"$ 15,000",,,,,
,,,,,,1,"$ 2,000",,,,,
,,,,,,,"$ 6,000",,,,,
Radio,PM,0,1,SingleQuestion,"You are the project manager for a project with an estimate of $100,000. After carefully analyzing the details, you found that you can complete the project in $70,000 by re-using some of the components. What action you should take?",,,[Qno: PML_1044] >> ,,,,
,,,,,,1,"Should inform the Sponsor and explain the approach and explain him the new estimate of $70,000.",,,,,
,,,,,,,Should not inform anyone since this will be a profit and you can show that you have made a big profit.,,,,,
,,,,,,,"Reduce the contingency reserve of your project by $30,000",,,,,
,,,,,,,"Inform the team that they will be getting a huge bonus on successful completion of the project and divide the $30,000 at the end of the project to team members as performance bonus",,,,,
Radio,PM,0,1,SingleQuestion,Which of the following contracts has the MOST risk for the buyer?,,,[Qno: PML_1164] >> In all first three options seller does not have incentive of controlling the prices. In the CPPC contract seller is rather getting more when material cost is high. So it is in his interest if material prices goes up.,,,,
,,,,,,,Cost plus fixed fee (CPFF),,,,,
,,,,,,,Time and Materials (T&M),,,,,
,,,,,,1,Cost plus percentage (CPPC),,,,,
,,,,,,,Fixed price (FP),,,,,
Radio,PM,0,1,SingleQuestion, Forward buying will:,,,"[Qno: PML_1706] >> Decrease transportation costs.<BR>If you buy something in advance it increases cost of storage, increases capital investment because you need to pay, increases material in inventory but it decreases the cost of transportation because same medium can be used to procure more.",,,,
,,,,,,,Decrease capital investment,,,,,
,,,,,,1,Decrease transportation costs,,,,,
,,,,,,,Decrease storage cost,,,,,
,,,,,,,Decrease inventory,,,,,
Radio,PM,0,1,SingleQuestion,Which of the following is true from buyer&rsquo;s perspective,,,[Qno: PML_1858] >> ,,,,
,,,,,,,Subcontractors are first considered during the Solicitation Process,,,,,
,,,,,,,Procurement planning does not include consideration of potential subcontracts since this is the duty of the contractor.,,,,,
,,,,,,1,Procurement planning should include consideration of potential subcontracts,,,,,
,,,,,,,none of the above,,,,,
Radio,PM,0,1,SingleQuestion,"You are working on a cost-plus-percentage-cost (CPPC). Contract has an estimated cost of $225,000 with an agreed profit of 10% of the costs. The actual cost of the project is $110,000. What is the total reimbursement to the seller?",,,[Qno: PML_1864] >> ,,,,
,,,,,,1,"$ 121,000",,,,,
,,,,,,,"$ 247,500",,,,,
,,,,,,,"$ 22,500",,,,,
,,,,,,,"$ 11,000",,,,,
Radio,PM,0,1,SingleQuestion,"A fixed-price-plus-incentive-fee contract has a target cost of $325,000, a target profit of $25,000, a ceiling price of $380,000, and a share ratio of 60/40. The actual cost of the project was $365,000. How much profit does the buyer make?",,,[Qno: PML_1865] >> Target Cost (TC)= 325000  (Any $ spent over it will be deducted from the seller&rsquo;s profit but buyer also bear the price)<BR>Target Profit (TP)= 25000  <BR>Target Price (TPR)= 350000  <BR>Ceiling Price (CP)= 380000  (Any $ spent over it seller will pay from his own pocket)<BR>Buyer/Seller Ratio 60% / 40%<BR>Actual Cost (AC) 365000  <BR>   <BR>PTA =   (Ceiling Price - Target Price)/Buyers Ratio + Target Cost<BR>:PTA 375000  <BR>Cost Overrun @ PTA =   PTA - Target Cost<BR>:Cost Overrun @ PTA= 50000  <BR>Buyer Seller  (Price up to PTA will be shared by buyer & seller in agreed ratio. Any extra penny will be deducted without sharing from the profit of seller.)<BR>60% / 40%  <BR>30000 / 20000.0  (Cost below PTA will be shared between buyer and seller)<BR>   <BR>Seller&rsquo;s Profit Cut 1= 20000.00  (Profit cut associated with AC up to PTA)<BR>Seller&rsquo;s Profit Cut 2= 0.00  (Profit cut associated with AC above PTA and less then ceiling price) (AC- PTA)<BR>Total Profit Cut= 20000.00  (Profit Cut 1 + Profit Cut 2)<BR>Profit paid to vendor=   Target Profit - Profit Cut because of Actual cost is above than Target cost<BR>:Profit paid to vendor= 5000.0  (Negative means loss)<BR>Profit to buyer=   PTA - Actual Cost<BR>:Profit to buyer= 10000  Negative means loss<BR>Total cost paid by Buyer=   Actual Cost + Profit to Vendor<BR>:Total cost paid by Buyer= 370000  Also known as cost of contract,,,,
,,,,,,1,"$ 10,000",,,,,
,,,,,,,"$ 15,000",,,,,
,,,,,,,"$ 20,000",,,,,
,,,,,,,"$ 5,000",,,,,
Radio,PM,0,1,SingleQuestion,"You had conducted an independent estimate to find out the cost of sub-contracting the manufacturing of 1,000,000 battery for your automobile company. You estimated the cost to be $ 100 per battery. However, when you asked for bids and proposals from prospective sellers, the minimum price quoted was $ 150 per battery. The reasons for the variance in the estimate could be all the following EXCEPT:",,,[Qno: PML_2042] >> ,,,,
,,,,,,1, There have not been major changes in the cost of material and labor since last year,,,,,
,,,,,,, The procurement statement of work was not clear.,,,,,
,,,,,,, The prospective sellers misunderstood the procurement statement of work.,,,,,
,,,,,,, The procurement statement of work was not sufficient.,,,,,
Radio,PM,0,1,SingleQuestion,What is the most important part of a contract,,,"[Qno: PML_2618] >> Consideration means both parties to exchange something of value, e.g. when you buy car, your consideration is money and seller&rsquo;s consideration is car of that much value.",,,,
,,,,,,1,Consideration,,,,,
,,,,,,,Intent,,,,,
,,,,,,,Acceptance,,,,,
,,,,,,,Offer,,,,,
Radio,QM,0,1,SingleQuestion,You are working on a project and you realize that some services need to be received from outside because your company does not have that competency. Therefore you outsourced the service to a vendor. What is the best choice among below to assure the high quality service from this vendor?,,,[Qno: PML_460] >> ,,,,
,,,,,,,Deliverable inspection,,,,,
,,,,,,,Fixed price contract,,,,,
,,,,,,1,Quality audit,,,,,
,,,,,,,Service level agreement,,,,,
Radio,QM,0,1,SingleQuestion,A project management team is evaluating the causes that might contribute to unsatisfactory performance and quality. Which of the following statements is not true?,,,[Qno: PML_469] >> Special causes are difficult to identify compare to common causes.,,,,
,,,,,,,"Normal process variation is attributable to random causes and sometimes also called ""white noise"".",,,,,
,,,,,,,Special causes are unusual events which are difficult to foresee and mostly produce outliers.,,,,,
,,,,,,,A process can be optimized to limit the bandwidth of variations due to random causes.,,,,,
,,,,,,1,Special causes are easier to predict and handle than random causes (also called common causes).,,,,,
Radio,QM,0,1,SingleQuestion,Which of the following is true about accuracy and precision?,,,[Qno: PML_1004] >> Accuracy means that measured value is very close to the True value. Precision means the value of repeated measurement have very little scatter. PMBOK(r) Guide 4th Edition Page190<BR>Speed of the printer is 50 pages per minute but our measurement shows that it is 49.5 pages per minute. Some times printer prints 40 PPM sometimes it prints 60 PPM although the average is 49.5 which is very near to acclaimed speed (high accuracy) but data is scattered and precision is very wide (low precision),,,,
,,,,,,,Precision is correctness and accuracy is consistency,,,,,
,,,,,,1,Precision is consistency and accuracy is correctness,,,,,
,,,,,,,Precision and accuracy are same,,,,,
,,,,,,,Precision is used for measuring length and accuracy is used for time measurements,,,,,
Radio,QM,0,1,SingleQuestion,Which of the following statements is false,,,[Qno: PML_1016] >> ,,,,
,,,,,,,Quality control is primarily concerned with meeting the quality requirements specified for the deliverables,,,,,
,,,,,,,Scope Verification is primarily concerned with Acceptance of the deliverables,,,,,
,,,,,,,Quality control is generally performed before Scope Verification,,,,,
,,,,,,1,"If the project is terminated early, the scope verification is not necessary.",,,,,
Radio,QM,0,1,SingleQuestion,You received an audit report from your quality audit team. This report has identified that few critical process are out of control. After this you call your project team to discuss the course of action. What describe the situation best,,,"[Qno: PML_1348] >> Out-of-control situations are identified as a part of Perform Quality Assurance, and change request goes as an corrective action input to Quality Control process. PMBOK(r) Guide 4th Edition, p. 206",,,,
,,,,,,,You would be performing quality assurance actions,,,,,
,,,,,,,Perform quality control and revalidate the out of control process,,,,,
,,,,,,,"You are performing quality assurance activities, analyzing cause of variation and identifying change requests required",,,,,
,,,,,,1,"You would be performing quality control activities, analyzing cause of variation and identifying change requests required",,,,,
Radio,QM,0,1,SingleQuestion,To know about the stability of a process you use statistical process control chart with UCL & LCL. What is standard UCL/LCL limit in the control chart.?,,,"[Qno: PML_1379] >>  The SPC chart sets upper and lower control limits at +/- 3 sigma. PMBOK(r) Guide 4th Edition, p. 196",,,,
,,,,,,1, +/- 3 Sigma,,,,,
,,,,,,, +/- 2 sigma,,,,,
,,,,,,, +/- 6 sigma ,,,,,
,,,,,,, +/- 1 sigma,,,,,
Radio,QM,0,1,SingleQuestion,ARMA is a?,,,"[Qno: PML_1386] >> Auto-regressive Moving Average Model An econometric method. PMBOK(r) Guide, p. 269",,,,
,,,,,,,Time series method,,,,,
,,,,,,,judgemental method ,,,,,
,,,,,,,Probabilistic forecasting method,,,,,
,,,,,,1,Econometric method,,,,,
Radio,QM,0,1,SingleQuestion,Quality policies and standards are established in,,,"[Qno: PML_1404] >>  Quality policies and standards are established in the Plan Quality process. PMBOK(r) Guide 4th Edition, pp. 192-194",,,,
,,,,,,, Perform quality control ,,,,,
,,,,,,, Perform quality assurance,,,,,
,,,,,,, Monitoring and controlling process group,,,,,
,,,,,,1, Plan quality,,,,,
Radio,QM,0,1,SingleQuestion,"Strategic plans related to quality of project, types of project organization should undertake is under the purview of",,,[Qno: PML_1610] >> ,,,,
,,,,,,,Project manager,,,,,
,,,,,,,Procurement manager,,,,,
,,,,,,1,Top Management,,,,,
,,,,,,,Stakeholders,,,,,
Radio,QM,0,1,SingleQuestion,One of the critical factors in implementing the quality plan is,,,[Qno: PML_1612] >> ,,,,
,,,,,,1,Implement quality improvements as long as the benefits more than the cost of implementation,,,,,
,,,,,,,Invoice the client for all quality related activities,,,,,
,,,,,,,Implement the highest possible quality possible regardless of time it takes,,,,,
,,,,,,,You cannot do anything if top management is delaying approval of your quality budget.,,,,,
Radio,QM,0,1,SingleQuestion,"A control chart is being used to control a business process. As part of the control a sample of ten steps from the business process for each hour of operation are being observed. Each of the ten steps is measured, and the observations are recorded on the work sheet. The average of the ten steps is plotted on the control chart. This is called which of the following values?",,,"[Qno: PML_1624] >> Xbar is a type of control chart used to monitor a variable&rsquo;s data when samples are collected at regular intervals from a business or industrial process. It is advantageous when sample size is < 11, sample size is constant and manual calculation for chart",,,,
,,,,,,, X,,,,,
,,,,,,1, X bar,,,,,
,,,,,,, Sample average,,,,,
,,,,,,, Control average,,,,,
Radio,QM,0,1,SingleQuestion,"You are the project manager responsible for manufacturing a particular variety of biscuit. You decide to do a statistical sampling for this project, because surveying the entire population involves all the following problems EXCEPT:",,,"[Qno: PML_2027] >> If you use statistical sampling as tool then it helps in reducing time, reducing cost and can be completed using lesser amount of resources",,,,
,,,,,,, Very expensive,,,,,
,,,,,,, Longer time,,,,,
,,,,,,, More resources,,,,,
,,,,,,1, Inaccurate data,,,,,
Radio,QM,0,1,SingleQuestion,Who is responsible for determining and delivering the required levels of quality in your project?,,,[Qno: PML_2038] >> The project manager and the project management team are responsible for managing the tradeoffs involved to deliver the required levels of both quality and grade. ,,,,
,,,,,,1, Project manager/project management team,,,,,
,,,,,,, Project sponsor,,,,,
,,,,,,, Project team,,,,,
,,,,,,, All stakeholders in the project,,,,,
Radio,QM,0,1,SingleQuestion,Schedule baseline and Risk register are inputs to:,,,[Qno: PML_2561] >> ,,,,
,,,,,,,Perform Quality Assurance,,,,,
,,,,,,1,Plan Quality,,,,,
,,,,,,,Perform Quality Control,,,,,
,,,,,,,None of the above,,,,,
Radio,QM,0,1,SingleQuestion,"Activity resource requirements, Enterprise environmental factors, and Organizational process assets are input to _____________.",,,[Qno: PML_2569] >> ,,,,
,,,,,,1,Develop Human Resource Plan,,,,,
,,,,,,,Acquire Project Team,,,,,
,,,,,,,Develop Project Team,,,,,
,,,,,,,Manage Project Team,,,,,
Radio,QM,0,1,SingleQuestion,Product Testing and Review activities are,,,[Qno: PML_2614] >> ,,,,
,,,,,,,Quality Assurance Activities,,,,,
,,,,,,1,Quality Control Activities,,,,,
,,,,,,,Quality Planning Activities,,,,,
,,,,,,,All of the above,,,,,
Radio,RM,0,1,SingleQuestion,Assumptions are,,,[Qno: PML_106] >> ,,,,
